 car,taxibus,taxi_internet,taxi_street,metro,bus_rtp,bike,bus,motorbike,trolebus,metrobus,train_ligero,suburban_train,walk,mexibus,taxi_bike,taxi_motorbike,school_transport,other
0.2199,0.3678,0.0062,0.0482,0.2175,0.0202,0.0129,0.0321,0.0087,0.0074,0.0409,0.0057,0.0080,0.2324,0.0060,0.0021,0.0055,0.0076,0.0011
